01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Indicador,05. Filtro 1,06. Filtro 2,07. Filtro 3,08. Escala,09. Símbolo,10. Valor
2014,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.8
2014,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.7
2014,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.9
2014,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.5
2014,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,1.5
2014,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.8
2014,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,8.6
2014,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.0
2014,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.0
2014,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.6
2014,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.2
2014,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.5
2014,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.2
2014,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.0
2014,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.3
2014,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.5
2014,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.3
2015,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.0
2015,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.9
2015,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.3
2015,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.9
2015,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.7
2015,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.9
2015,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.2
2015,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.4
2015,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.4
2015,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.1
2015,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.3
2015,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.2
2015,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.0
2015,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.1
2015,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.6
2015,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,0.4
2015,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.0
2015,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,23.5
2015,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.0
2015,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.7
2015,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.8
2015,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.3
2015,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,7.0
2015,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.7
2015,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.5
2015,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.0
2015,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.6
2015,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.3
2016,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.3
2016,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.6
2016,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.8
2016,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.7
2016,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.4
2016,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.5
2016,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.0
2016,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.8
2016,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.2
2016,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.8
2016,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.0
2016,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.8
2016,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.9
2016,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.3
2016,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.5
2016,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,0.4
2016,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.8
2016,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.0
2016,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.4
2016,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.5
2016,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.9
2016,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.3
2016,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.7
2016,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.9
2016,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.1
2016,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.3
2016,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.5
2016,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.9
2017,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.5
2017,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.6
2017,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.6
2017,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.1
2017,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.1
2017,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.1
2017,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.9
2017,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.8
2017,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.4
2017,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.7
2017,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.1
2017,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.7
2017,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.7
2017,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.1
2017,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.7
2017,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,1.7
2017,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.5
2017,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,8.5
2017,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.8
2017,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.4
2017,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.9
2017,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.9
2017,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,9.9
2017,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.2
2017,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.1
2017,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.5
2017,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,8.8
2017,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.4
2018,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.0
2018,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.0
2018,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.0
2018,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.4
2018,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.7
2018,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.7
2018,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.1
2018,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.3
2018,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.4
2018,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.9
2018,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.1
2018,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.9
2018,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.4
2018,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.0
2018,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.2
2018,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,2.3
2018,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.8
2018,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.2
2018,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.0
2018,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.1
2018,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.8
2018,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.4
2018,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.4
2018,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.7
2018,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.3
2018,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.0
2018,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.0
2018,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.6
2019,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.5
2019,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.9
2019,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.3
2019,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.9
2019,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.3
2019,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.4
2019,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.5
2019,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.1
2019,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.3
2019,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.1
2019,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.7
2019,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.2
2019,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.3
2019,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.3
2019,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.6
2019,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,2.4
2019,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.2
2019,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.3
2019,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.7
2019,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.4
2019,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.0
2019,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.6
2019,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.1
2019,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.6
2019,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.6
2019,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.5
2019,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.4
2019,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.5
2020,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-8.5
2020,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-4.0
2020,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-6.7
2020,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-5.2
2020,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-2.2
2020,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-4.9
2020,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-4.5
2020,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-7.4
2020,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-2.0
2020,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-2.7
2020,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-4.7
2020,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-11.4
2020,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-3.2
2020,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-2.7
2020,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-7.8
2020,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,-9.0
2020,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-4.1
2020,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.7
2020,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-8.4
2020,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-2.8
2020,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.1
2020,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-2.0
2020,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-5.5
2020,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-4.4
2020,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Quebra de série,0.0
2020,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-8.5
2020,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-3.1
2020,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-2.6
2021,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.3
2021,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.1
2021,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.5
2021,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.8
2021,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,8.5
2021,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.0
2021,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,9.7
2021,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,13.6
2021,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.1
2021,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Quebra de série,6.0
2021,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,8.2
2021,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.7
2021,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,8.2
2021,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.5
2021,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.4
2021,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,9.2
2021,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,7.7
2021,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,14.9
2021,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,9.5
2021,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,7.9
2021,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.5
2021,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.3
2021,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,12.8
2021,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.7
2021,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,7.5
2021,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.3
2021,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.4
2021,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.6
2022,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.4
2022,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,1.2
2022,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.2
2022,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.1
2022,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.8
2022,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.4
2022,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.3
2022,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,7.8
2022,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.4
2022,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.2
2022,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.6
2022,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.4
2022,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.4
2022,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.5
2022,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.3
2022,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,6.1
2022,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.4
2022,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.3
2022,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.0
2022,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.8
2022,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.6
2022,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-3.2
2022,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.2
2022,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.0
2022,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Quebra de série,3.0
2022,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.4
2022,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.7
2022,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.2
2023,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,r,1.6
2023,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,-1.8
2023,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.6
2023,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.9
2023,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.0
2023,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.0
2023,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.6
2023,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.7
2023,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.1
2023,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.1
2023,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.8
2023,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,1.3
2023,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-5.2
2023,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.3
2023,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,1.2
2023,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,2.4
2023,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.7
2023,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-4.3
2023,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.0
2023,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.7
2023,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.7
2023,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.8
2023,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.3
2023,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,-1.6
2023,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.6
2023,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.0
2023,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.2
2023,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.9
2024,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,-0.8
2024,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.2
2024,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,0.5
2024,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.5
2024,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.1
2024,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,2.3
2024,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,3.5
2024,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.0
2024,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.9
2024,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.4
2024,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,2.4
2024,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.7
2024,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.4
2024,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,0.9
2024,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,2.2
2024,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,0.9
2024,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.9
2024,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,0.7
2024,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.8
2024,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.4
2024,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,-1.2
