01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
2021,,Portugal,,,,,,123.9
2021,Alemanha,,,,,,,68.1
2021,Áustria,,,,,,,82.4
2021,Bélgica,,,,,,r,108.5
2021,Bulgária,,,,,,,23.8
2021,Chéquia,,,,,,,40.7
2021,Chipre,,,,,,,96.5
2021,Croácia,,,,,,,78.2
2021,Dinamarca,,,,,,,40.5
2021,Eslováquia,,,,,,,60.2
2021,Eslovénia,,,,,,,74.8
2021,Espanha,,,,,,,115.7
2021,Estónia,,,,,,,18.4
2021,Finlândia,,,,,,,73.2
2021,França,,,,,,r,112.8
2021,Grécia,,,,,,,197.3
2021,Hungria,,,,,,,76.2
2021,Irlanda,,,,,,,52.6
2021,Itália,,,,,,r,145.8
2021,Letónia,,,,,,,45.9
2021,Lituânia,,,,,,,43.3
2021,Luxemburgo,,,,,,r,24.2
2021,Malta,,,,,,r,49.8
2021,Países Baixos,,,,,,r,50.5
2021,Polónia,,,,,,,53.0
2021,Portugal,,,,,,,123.9
2021,Roménia,,,,,,,48.3
2021,Suécia,,,,,,r,36.9
2022,,Portugal,,,,,,111.2
2022,Alemanha,,,,,,,65.0
2022,Áustria,,,,,,,78.4
2022,Bélgica,,,,,,r,102.7
2022,Bulgária,,,,,,,22.5
2022,Chéquia,,,,,,,42.5
2022,Chipre,,,,,,r,81.1
2022,Croácia,,,,,,,68.5
2022,Dinamarca,,,,,,,34.1
2022,Eslováquia,,,,,,,57.7
2022,Eslovénia,,,,,,,72.7
2022,Espanha,,,,,,,109.5
2022,Estónia,,,,,,,19.1
2022,Finlândia,,,,,,,74.0
2022,França,,,,,,r,111.4
2022,Grécia,,,,,,,177.0
2022,Hungria,,,,,,r,73.9
2022,Irlanda,,,,,,,43.1
2022,Itália,,,,,,,138.3
2022,Letónia,,,,,,,44.4
2022,Lituânia,,,,,,,38.1
2022,Luxemburgo,,,,,,r,24.9
2022,Malta,,,,,,r,49.5
2022,Países Baixos,,,,,,r,48.4
2022,Polónia,,,,,,,48.8
2022,Portugal,,,,,,,111.2
2022,Roménia,,,,,,,47.9
2022,Suécia,,,,,,r,33.8
2023,,Portugal,,,,,,97.9
2023,Alemanha,,,,,,,62.9
2023,Áustria,,,,,,r,78.5
2023,Bélgica,,,,,,r,103.2
2023,Bulgária,,,,,,,22.9
2023,Chéquia,,,,,,r,42.5
2023,Chipre,,,,,,,73.6
2023,Croácia,,,,,,,61.8
2023,Dinamarca,,,,,,,33.6
2023,Eslováquia,,,,,,r,55.6
2023,Eslovénia,,,,,,,68.4
2023,Espanha,,,,,,,105.1
2023,Estónia,,,,,,,20.2
2023,Finlândia,,,,,,r,77.5
2023,França,,,,,,r,109.8
2023,Grécia,,,,,,,163.9
2023,Hungria,,,,,,r,73.0
2023,Irlanda,,,,,,,43.3
2023,Itália,,,,,,r,134.6
2023,Letónia,,,,,,r,44.6
2023,Lituânia,,,,,,,37.3
2023,Luxemburgo,,,,,,r,25.0
2023,Malta,,,,,,r,47.9
2023,Países Baixos,,,,,,r,45.2
2023,Polónia,,,,,,r,49.5
2023,Portugal,,,,,,r,97.7
2023,Roménia,,,,,,,48.9
2023,Suécia,,,,,,r,31.6
2024,,Portugal,,,,,,95.3
2024,Alemanha,,,,,,,62.5
2024,Áustria,,,,,,,81.8
2024,Bélgica,,,,,,,104.7
2024,Bulgária,,,,,,,24.1
2024,Chéquia,,,,,,,43.6
2024,Chipre,,,,,,,65.0
2024,Croácia,,,,,,,57.6
2024,Dinamarca,,,,,,,31.1
2024,Eslováquia,,,,,,,59.3
2024,Eslovénia,,,,,,,67.0
2024,Espanha,,,,,,,101.8
2024,Estónia,,,,,,,23.6
2024,Finlândia,,,,,,,82.1
2024,França,,,,,,,113.0
2024,Grécia,,,,,,,153.6
2024,Hungria,,,,,,,73.5
2024,Irlanda,,,,,,,40.9
2024,Itália,,,,,,,135.3
2024,Letónia,,,,,,,46.8
2024,Lituânia,,,,,,,38.2
2024,Luxemburgo,,,,,,,26.3
2024,Malta,,,,,,,47.4
2024,Países Baixos,,,,,,,43.3
2024,Polónia,,,,,,,55.3
2024,Portugal,,,,,,,94.9
2024,Roménia,,,,,,,54.8
2024,Suécia,,,,,,,33.5
,,,,,,,,
,"Indicador: Dívida pública, em % do PIB",,,,,,,
,Ultima atualização: 24.04.2025 08:56:51,,,,,,,
,Fonte: Base de dados do Banco de Portugal | Base de dados do Eurostat,,,,,,,
