01. Ano,02. Nome Região (Portugal),03. Filtro 1,04. Filtro 2,05. Filtro 3,06. Escala,07. Símbolo,08. Valor
1996,Portugal,Saúde,,,,,4.64
1996,Portugal,Total,,,,,3.07
1996,Portugal,Transportes,,,,,4.04
1996,Portugal,Vestuário e calçado,,,,,1.71
1997,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,1.71
1997,Portugal,Bebidas alcoólicas e tabaco,,,,,1.92
1997,Portugal,Bens e serviços diversos,,,,,5.17
1997,Portugal,Comunicações,,,,,2.56
1997,Portugal,Educação,,,,,10.06
1997,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,4.32
1997,Portugal,"Lazer, recreação e cultura",,,,,2.09
1997,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,0.15
1997,Portugal,Restaurantes e hotéis,,,,,2.26
1997,Portugal,Saúde,,,,,5.99
1997,Portugal,Total,,,,,2.34
1997,Portugal,Transportes,,,,,3.45
1997,Portugal,Vestuário e calçado,,,,,0.64
1998,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,1.72
1998,Portugal,Bebidas alcoólicas e tabaco,,,,,4.35
1998,Portugal,Bens e serviços diversos,,,,,3.68
1998,Portugal,Comunicações,,,,,-3.47
1998,Portugal,Educação,,,,,19.14
1998,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,2.47
1998,Portugal,"Lazer, recreação e cultura",,,,,0.47
1998,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,3.74
1998,Portugal,Restaurantes e hotéis,,,,,2.79
1998,Portugal,Saúde,,,,,5.33
1998,Portugal,Total,,,,,2.57
1998,Portugal,Transportes,,,,,3.27
1998,Portugal,Vestuário e calçado,,,,,-5.32
1999,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,2.18
1999,Portugal,Bebidas alcoólicas e tabaco,,,,,7.25
1999,Portugal,Bens e serviços diversos,,,,,3.82
1999,Portugal,Comunicações,,,,,-3.74
1999,Portugal,Educação,,,,,4.81
1999,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,0.84
1999,Portugal,"Lazer, recreação e cultura",,,,,0.70
1999,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,2.17
1999,Portugal,Restaurantes e hotéis,,,,,2.86
1999,Portugal,Saúde,,,,,4.20
1999,Portugal,Total,,,,,2.34
1999,Portugal,Transportes,,,,,2.88
1999,Portugal,Vestuário e calçado,,,,,0.45
2000,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,1.95
2000,Portugal,Bebidas alcoólicas e tabaco,,,,,0.86
2000,Portugal,Bens e serviços diversos,,,,,4.20
2000,Portugal,Comunicações,,,,,-4.93
2000,Portugal,Educação,,,,,5.07
2000,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,3.72
2000,Portugal,"Lazer, recreação e cultura",,,,,0.88
2000,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,2.12
2000,Portugal,Restaurantes e hotéis,,,,,3.64
2000,Portugal,Saúde,,,,,3.08
2000,Portugal,Total,,,,,2.85
2000,Portugal,Transportes,,,,,4.85
2000,Portugal,Vestuário e calçado,,,,,0.82
2001,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,3.25
2001,Portugal,Bebidas alcoólicas e tabaco,,,,,3.22
2001,Portugal,Bens e serviços diversos,,,,,5.36
2001,Portugal,Comunicações,,,,,-2.31
2001,Portugal,Educação,,,,,5.24
2001,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,3.91
2001,Portugal,"Lazer, recreação e cultura",,,,,2.23
2001,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,6.47
2001,Portugal,Restaurantes e hotéis,,,,,4.25
2001,Portugal,Saúde,,,,,3.65
2001,Portugal,Total,,,,,4.37
2001,Portugal,Transportes,,,,,4.85
2001,Portugal,Vestuário e calçado,,,,,1.56
2002,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,3.07
2002,Portugal,Bebidas alcoólicas e tabaco,,,,,4.78
2002,Portugal,Bens e serviços diversos,,,,,5.64
2002,Portugal,Comunicações,,,,,0.72
2002,Portugal,Educação,,,,,6.11
2002,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,2.93
2002,Portugal,"Lazer, recreação e cultura",,,,,2.34
2002,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,1.53
2002,Portugal,Restaurantes e hotéis,,,,,5.68
2002,Portugal,Saúde,,,,,4.81
2002,Portugal,Total,,,,,3.60
2002,Portugal,Transportes,,,,,5.08
2002,Portugal,Vestuário e calçado,,,,,2.45
2003,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,2.40
2003,Portugal,Bebidas alcoólicas e tabaco,,,,,4.76
2003,Portugal,Bens e serviços diversos,,,,,3.91
2003,Portugal,Comunicações,,,,,-1.19
2003,Portugal,Educação,,,,,6.75
2003,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,4.17
2003,Portugal,"Lazer, recreação e cultura",,,,,1.37
2003,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,2.31
2003,Portugal,Restaurantes e hotéis,,,,,5.58
2003,Portugal,Saúde,,,,,2.35
2003,Portugal,Total,,,,,3.22
2003,Portugal,Transportes,,,,,4.37
2003,Portugal,Vestuário e calçado,,,,,1.18
2004,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,1.55
2004,Portugal,Bebidas alcoólicas e tabaco,,,,,3.03
2004,Portugal,Bens e serviços diversos,,,,,2.60
2004,Portugal,Comunicações,,,,,-1.06
2004,Portugal,Educação,,,,,9.36
2004,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,2.99
2004,Portugal,"Lazer, recreação e cultura",,,,,2.84
2004,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,1.12
2004,Portugal,Restaurantes e hotéis,,,,,4.59
2004,Portugal,Saúde,,,,,1.71
2004,Portugal,Total,,,,,2.37
2004,Portugal,Transportes,,,,,3.53
2004,Portugal,Vestuário e calçado,,,,,-1.11
2005,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,1.29
2005,Portugal,Bebidas alcoólicas e tabaco,,,,,4.75
2005,Portugal,Bens e serviços diversos,,,,,2.19
2005,Portugal,Comunicações,,,,,-0.16
2005,Portugal,Educação,,,,,6.99
2005,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,4.37
2005,Portugal,"Lazer, recreação e cultura",,,,,1.59
2005,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,-0.57
2005,Portugal,Restaurantes e hotéis,,,,,2.36
2005,Portugal,Saúde,,,,,0.85
2005,Portugal,Total,,,,,2.28
2005,Portugal,Transportes,,,,,5.78
2005,Portugal,Vestuário e calçado,,,,,-1.14
2006,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,0.99
2006,Portugal,Bebidas alcoólicas e tabaco,,,,,9.70
2006,Portugal,Bens e serviços diversos,,,,,3.26
2006,Portugal,Comunicações,,,,,-0.94
2006,Portugal,Educação,,,,,5.23
2006,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,3.86
2006,Portugal,"Lazer, recreação e cultura",,,,,1.17
2006,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,2.69
2006,Portugal,Restaurantes e hotéis,,,,,2.28
2006,Portugal,Saúde,,,,,1.52
2006,Portugal,Total,,,,,3.11
2006,Portugal,Transportes,,,,,5.48
2006,Portugal,Vestuário e calçado,,,,,0.54
2007,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,1.57
2007,Portugal,Bebidas alcoólicas e tabaco,,,,,4.86
2007,Portugal,Bens e serviços diversos,,,,,2.39
2007,Portugal,Comunicações,,,,,-1.76
2007,Portugal,Educação,,,,,3.75
2007,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,3.64
2007,Portugal,"Lazer, recreação e cultura",,,,,0.36
2007,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,2.45
2007,Portugal,Restaurantes e hotéis,,,,,2.57
2007,Portugal,Saúde,,,,,7.43
2007,Portugal,Total,,,,,2.45
2007,Portugal,Transportes,,,,,1.55
2007,Portugal,Vestuário e calçado,,,,,2.21
2008,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,1.67
2008,Portugal,Bebidas alcoólicas e tabaco,,,,,7.55
2008,Portugal,Bens e serviços diversos,,,,,2.56
2008,Portugal,Comunicações,,,,,-2.07
2008,Portugal,Educação,,,,,4.16
2008,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,3.95
2008,Portugal,"Lazer, recreação e cultura",,,,,0.57
2008,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,3.72
2008,Portugal,Restaurantes e hotéis,,,,,3.72
2008,Portugal,Saúde,,,,,1.36
2008,Portugal,Total,,,,,2.59
2008,Portugal,Transportes,,,,,1.46
2008,Portugal,Vestuário e calçado,,,,,1.61
2009,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,1.71
2009,Portugal,Bebidas alcoólicas e tabaco,,,,,3.32
2009,Portugal,Bens e serviços diversos,,,,,1.87
2009,Portugal,Comunicações,,,,,-1.04
2009,Portugal,Educação,,,,,3.46
2009,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,2.06
2009,Portugal,"Lazer, recreação e cultura",,,,,-1.59
2009,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,-3.44
2009,Portugal,Restaurantes e hotéis,,,,,2.37
2009,Portugal,Saúde,,,,,-1.45
2009,Portugal,Total,,,,,-0.84
2009,Portugal,Transportes,,,,,-3.62
2009,Portugal,Vestuário e calçado,,,,,-1.66
2010,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,1.60
2010,Portugal,Bebidas alcoólicas e tabaco,,,,,4.40
2010,Portugal,Bens e serviços diversos,,,,,0.53
2010,Portugal,Comunicações,,,,,-1.94
2010,Portugal,Educação,,,,,2.77
2010,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,4.43
2010,Portugal,"Lazer, recreação e cultura",,,,,-0.19
2010,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,-0.24
2010,Portugal,Restaurantes e hotéis,,,,,1.23
2010,Portugal,Saúde,,,,,-1.35
2010,Portugal,Total,,,,,1.40
2010,Portugal,Transportes,,,,,4.55
2010,Portugal,Vestuário e calçado,,,,,-1.66
2011,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,1.17
2011,Portugal,Bebidas alcoólicas e tabaco,,,,,7.94
2011,Portugal,Bens e serviços diversos,,,,,1.79
2011,Portugal,Comunicações,,,,,2.99
2011,Portugal,Educação,,,,,2.05
2011,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,6.66
2011,Portugal,"Lazer, recreação e cultura",,,,,0.96
2011,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,2.10
2011,Portugal,Restaurantes e hotéis,,,,,1.41
2011,Portugal,Saúde,,,,,4.46
2011,Portugal,Total,,,,,3.65
2011,Portugal,Transportes,,,,,8.90
2011,Portugal,Vestuário e calçado,,,,,-3.93
2012,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,-0.47
2012,Portugal,Bebidas alcoólicas e tabaco,,,,,4.74
2012,Portugal,Bens e serviços diversos,,,,,1.11
2012,Portugal,Comunicações,,,,,0.46
2012,Portugal,Educação,,,,,1.50
2012,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,8.72
2012,Portugal,"Lazer, recreação e cultura",,,,,0.91
2012,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,3.20
2012,Portugal,Restaurantes e hotéis,,,,,4.47
2012,Portugal,Saúde,,,,,0.36
2012,Portugal,Total,,,,,2.77
2012,Portugal,Transportes,,,,,3.27
2012,Portugal,Vestuário e calçado,,,,,-5.24
2013,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,-0.51
2013,Portugal,Bebidas alcoólicas e tabaco,,,,,4.05
2013,Portugal,Bens e serviços diversos,,,,,-0.61
2013,Portugal,Comunicações,,,,,0.45
2013,Portugal,Educação,,,,,1.18
2013,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,2.15
2013,Portugal,"Lazer, recreação e cultura",,,,,0.41
2013,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,1.94
2013,Portugal,Restaurantes e hotéis,,,,,1.65
2013,Portugal,Saúde,,,,,1.49
2013,Portugal,Total,,,,,0.27
2013,Portugal,Transportes,,,,,-2.32
2013,Portugal,Vestuário e calçado,,,,,-3.31
2014,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,-0.38
2014,Portugal,Bebidas alcoólicas e tabaco,,,,,3.09
2014,Portugal,Bens e serviços diversos,,,,,-0.46
2014,Portugal,Comunicações,,,,,1.10
2014,Portugal,Educação,,,,,0.43
2014,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,2.22
2014,Portugal,"Lazer, recreação e cultura",,,,,-1.49
2014,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,-1.34
2014,Portugal,Restaurantes e hotéis,,,,,0.97
2014,Portugal,Saúde,,,,,0.66
2014,Portugal,Total,,,,,-0.28
2014,Portugal,Transportes,,,,,-1.20
2014,Portugal,Vestuário e calçado,,,,,-2.11
2015,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,0.67
2015,Portugal,Bebidas alcoólicas e tabaco,,,,,4.09
2015,Portugal,Bens e serviços diversos,,,,,0.42
2015,Portugal,Comunicações,,,,,4.12
2015,Portugal,Educação,,,,,0.65
2015,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,0.23
2015,Portugal,"Lazer, recreação e cultura",,,,,-0.63
2015,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,1.01
2015,Portugal,Restaurantes e hotéis,,,,,1.31
2015,Portugal,Saúde,,,,,0.41
2015,Portugal,Total,,,,,0.49
2015,Portugal,Transportes,,,,,-0.99
2015,Portugal,Vestuário e calçado,,,,,-2.02
2016,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,0.43
2016,Portugal,Bebidas alcoólicas e tabaco,,,,,2.61
2016,Portugal,Bens e serviços diversos,,,,,0.60
2016,Portugal,Comunicações,,,,,3.17
2016,Portugal,Educação,,,,,0.89
2016,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,0.39
2016,Portugal,"Lazer, recreação e cultura",,,,,1.02
2016,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,0.49
2016,Portugal,Restaurantes e hotéis,,,,,2.21
2016,Portugal,Saúde,,,,,-0.61
2016,Portugal,Total,,,,,0.61
2016,Portugal,Transportes,,,,,-0.56
2016,Portugal,Vestuário e calçado,,,,,-0.39
2017,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,-0.45
2017,Portugal,Bebidas alcoólicas e tabaco,,,,,2.57
2017,Portugal,Bens e serviços diversos,,,,,0.83
2017,Portugal,Comunicações,,,,,2.60
2017,Portugal,Educação,,,,,0.95
2017,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,0.59
2017,Portugal,"Lazer, recreação e cultura",,,,,1.42
2017,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,1.53
2017,Portugal,Restaurantes e hotéis,,,,,3.73
2017,Portugal,Saúde,,,,,0.44
2017,Portugal,Total,,,,,1.37
2017,Portugal,Transportes,,,,,3.06
2017,Portugal,Vestuário e calçado,,,,,-2.39
2018,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,-0.41
2018,Portugal,Bebidas alcoólicas e tabaco,,,,,2.26
2018,Portugal,Bens e serviços diversos,,,,,0.83
2018,Portugal,Comunicações,,,,,0.43
2018,Portugal,Educação,,,,,1.22
2018,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,2.19
2018,Portugal,"Lazer, recreação e cultura",,,,,-0.12
2018,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,0.74
2018,Portugal,Restaurantes e hotéis,,,,,2.12
2018,Portugal,Saúde,,,,,1.07
2018,Portugal,Total,,,,,0.99
2018,Portugal,Transportes,,,,,3.06
2018,Portugal,Vestuário e calçado,,,,,-3.47
2019,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,-0.28
2019,Portugal,Bebidas alcoólicas e tabaco,,,,,2.01
2019,Portugal,Bens e serviços diversos,,,,,1.56
2019,Portugal,Comunicações,,,,,-2.59
2019,Portugal,Educação,,,,,0.93
2019,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,0.29
2019,Portugal,"Lazer, recreação e cultura",,,,,-0.02
2019,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,0.32
2019,Portugal,Restaurantes e hotéis,,,,,0.97
2019,Portugal,Saúde,,,,,0.82
2019,Portugal,Total,,,,,0.34
2019,Portugal,Transportes,,,,,1.14
2019,Portugal,Vestuário e calçado,,,,,-3.00
2020,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,-0.65
2020,Portugal,Bebidas alcoólicas e tabaco,,,,,0.52
2020,Portugal,Bens e serviços diversos,,,,,1.25
2020,Portugal,Comunicações,,,,,-2.21
2020,Portugal,Educação,,,,,-0.86
2020,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,0.07
2020,Portugal,"Lazer, recreação e cultura",,,,,-1.92
2020,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,2.09
2020,Portugal,Restaurantes e hotéis,,,,,1.65
2020,Portugal,Saúde,,,,,1.14
2020,Portugal,Total,,,,,-0.01
2020,Portugal,Transportes,,,,,-2.08
2020,Portugal,Vestuário e calçado,,,,,-3.40
2021,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,-0.05
2021,Portugal,Bebidas alcoólicas e tabaco,,,,,0.93
2021,Portugal,Bens e serviços diversos,,,,,1.26
2021,Portugal,Comunicações,,,,,0.30
2021,Portugal,Educação,,,,,-0.84
2021,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,1.64
2021,Portugal,"Lazer, recreação e cultura",,,,,0.96
2021,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,0.74
2021,Portugal,Restaurantes e hotéis,,,,,-0.83
2021,Portugal,Saúde,,,,,2.12
2021,Portugal,Total,,,,,1.27
2021,Portugal,Transportes,,,,,4.40
2021,Portugal,Vestuário e calçado,,,,,-0.18
2022,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,9.19
2022,Portugal,Bebidas alcoólicas e tabaco,,,,,2.58
2022,Portugal,Bens e serviços diversos,,,,,2.33
2022,Portugal,Comunicações,,,,,1.88
2022,Portugal,Educação,,,,,1.62
2022,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,12.84
2022,Portugal,"Lazer, recreação e cultura",,,,,3.92
2022,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,12.99
2022,Portugal,Restaurantes e hotéis,,,,,11.67
2022,Portugal,Saúde,,,,,-1.36
2022,Portugal,Total,,,,,7.83
2022,Portugal,Transportes,,,,,10.00
2022,Portugal,Vestuário e calçado,,,,,0.77
2023,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,5.64
2023,Portugal,Bebidas alcoólicas e tabaco,,,,,4.00
2023,Portugal,Bens e serviços diversos,,,,,1.89
2023,Portugal,Comunicações,,,,,3.79
2023,Portugal,Educação,,,,,3.05
2023,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,-1.02
2023,Portugal,"Lazer, recreação e cultura",,,,,3.97
2023,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,10.04
2023,Portugal,Restaurantes e hotéis,,,,,9.44
2023,Portugal,Saúde,,,,,2.42
2023,Portugal,Total,,,,,4.31
2023,Portugal,Transportes,,,,,0.27
2023,Portugal,Vestuário e calçado,,,,,0.78
2024,Portugal,"Acessórios para o lar, equipamento doméstico e manutenção corrente da habitação",,,,,-1.59
2024,Portugal,Bebidas alcoólicas e tabaco,,,,,2.99
2024,Portugal,Bens e serviços diversos,,,,,1.24
2024,Portugal,Comunicações,,,,,5.93
2024,Portugal,Educação,,,,,3.74
2024,Portugal,"Habitação, água, eletricidade, gás e outros combustíveis",,,,,6.55
2024,Portugal,"Lazer, recreação e cultura",,,,,1.23
2024,Portugal,Produtos alimentares e bebidas não alcoólicas,,,,,2.35
2024,Portugal,Restaurantes e hotéis,,,,,4.79
2024,Portugal,Saúde,,,,,3.59
2024,Portugal,Total,,,,,2.42
2024,Portugal,Transportes,,,,,1.34
2024,Portugal,Vestuário e calçado,,,,,-1.22
,,,,,,,
,Indicador: Taxa de inflação (%) por bens e serviços (Portugal),,,,,,
,Ultima atualização: 15.01.2025,,,,,,
,Fonte: Base de dados do INE - Instituto Nacional de Estatística,,,,,,
